,Unnamed: 0,ssyk_2012_kod,url,code,title,description,english
149,150,2514,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2514,2514,Systemtestare och testledare,"Planerar, utvecklar, dokumenterar och genomför tester på olika nivåer, från enskilda programvaror till hela system. Verifierar att program och system fungerar enligt användarkrav, fastställda riktlinjer och regelverk.","['Plans, develops, documents and conducts tests at different levels, from individual program components to whole systems, verifying that programs and systems work according to user requirements, established policies and regulations.']"
150,151,2515,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2515,2515,Systemförvaltare m.fl.,Ansvarar för och sköter IT-system som är i drift. Underhåller och förbättrar IT-system.,"['Recognizes and manages operating IT systems, maintains and improves IT systems.']"
151,152,2516,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2516,2516,IT-säkerhetsspecialister,Ansvarar för IT-säkerheten i företag och orga­nisationer. Gör risk- och sårbarhetsanalyser. Utformar säkerhetslösningar och IT-säkerhets­system utifrån verksamhetens behov.,"['Approaches IT security in companies and organizations, does risk and vulnerability analyses, develops security solutions and IT security systems for operational needs.']"
152,153,2519,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2519,2519,Övriga IT-specialister,Utför annat specialistarbete inom IT än inom 2511<U+0096>2516. Exempel på arbetsuppgifter: Planerar och lägger upp strategier för hur informationsteknik eller datateknik ska användas på ett företag eller i en organisation. Forskar inom IT.,['Do IT specialist work other than 2516. Example of work assignments: Plan and lay down strategies for how information technology or data technology is to be used in a company or an organization. Do IT research.']
153,154,2611,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2611,2611,Advokater,Tolkar lagar och avtal. Förbereder processer och företräder part vid tvist och förhandling. För parts talan i domstol. Ger råd och upprättar juridiska handlingar.,"['Told the laws and the treaties, prepared the processes, represented the parties in disputes and negotiations, spoke to the parties in court, gave advice and initiated legal proceedings.']"
154,155,2612,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2612,2612,Domare,"Tolkar lagar och avtal. Bereder, föredrar och handlägger ärenden och mål samt bestämmer rättegångsordning. Dömer mål i allmän domstol, förvaltningsdomstol eller specialdomstol. Skriver domar och beslut.","['Acts by means of laws and treaties, prepares, prioritizes and adjudicates cases and sets out objectives, rules of procedure, executes objectives in public court, at the bench of command, at the bench of specialty, writes judgments and makes decisions.']"
155,156,2613,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2613,2613,Åklagare,"Utreder brott tillsammans med polis, leder förundersökningar och beslutar om åtal. Beskriver brott, håller förhör och föreslår straff i rätten.","['Works with the police on crimes, conducts investigations, decides on charges, describes crimes, conducts interrogations, and recommends punishments in court.']"
156,157,2614,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2614,2614,Affärs- och företagsjurister,Tolkar lagar samt formulerar och granskar avtal och andra juridiska handlingar. Ser till att avtal och kontrakt är juridiskt bindande och följer de lagar och bestämmelser som finns på området. Företräder klienter i juridiska frågor och vid förhandlingar. Förbereder processer och företräder klient inför domstol. Utformar försäkringsvillkor.,"['It interprets laws and formulates and reviews contracts and other legal acts, makes sure that the contracts and the contracts are legally binding and comply with all the laws and regulations in place, represents clients in legal matters and in negotiations, prepares for trials, represents clients in court, develops insurance policies.']"
157,158,2615,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2615,2615,Förvaltnings- och organisationsjurister,"Tolkar lagar och avtal som företrädare för t.ex. myndigheter, kommuner och organisationer. Bevakar ny lagstiftning. Ser till att den lagstift­ning som finns på området följs. Skriver föreskrifter och allmänna råd utifrån de lagtexter som finns. Svarar på remisser.","['Tolks laws and treaties as representatives of, say, governments, municipalities and organizations, supervises new legislation, makes sure that the existing legislation in the area is followed, writes codes and public opinions on the basis of the existing legislation, responds to referrals.']"
158,159,2619,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2619,2619,Övriga jurister,"Utför annat juridiskt specialistarbete än inom 2611<U+0096>2615. Exempel på arbetsuppgifter: Ansvarar för indrivning av skatter, böter och andra allmänna medel samt verkställande av domar och beslut i enskilda mål. Handlägger juridiska ärenden inom försvaret eller kyrkan. Tar fram föreskrifter och ger råd i hur man ska tolka miljölagar och förordningar. Genomför förhandlingar och utför juridisk rådgivning.","['Provide legal services outside of 2615. Examples of work assignments: Advising on tax collection, levies and other public funds, advising on individual cases, handling legal cases in the defense or in the church, drafting and advising on the interpretation of environmental laws and regulations, negotiating and consulting on legal matters.']"
159,160,2621,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2621,2621,Museiintendenter m.fl.,"Planerar och organiserar verksamhet på museer och konstgallerier samt ordnar utställningar och visar samlingar. Samlar in, undersöker, bedömer, klassificerar och dokumenterar miljöer eller föremål av kulturhistoriskt värde. Vårdar, förmedlar kunskap och ger råd om föremål.","['Plans and organizes activities at museums and art galleries, organizes exhibitions and displays collections, collects, examines, assesses, classifies and documents environments and objects of historical value, treats, educates and advises on objects.']"
160,161,2622,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2622,2622,Bibliotekarier och arkivarier,"Planerar och organiserar biblioteksverksamhet. Bedömer, köper in och klassificerar böcker, tidskrifter och andra typer av publicerat material. Erbjuder fördjupad litteratur- och informationsförmedling samt vägleder bibliotekets användare i informationssökning. Söker, bearbetar och presenterar information. Samlar in, undersöker, bedömer och ordnar handlingar. Värderar och bedömer vilken information som ska sparas för framtiden.","['Plans and organizes the library industry, assesses, purchases and categorizes books, journals and other kinds of published materials, offers in-depth literature and information dissemination, and guides library users in searching for information, searching, processing and presenting information, gathering, examining, evaluating and arranging actions, evaluating and assessing what information should be saved for the future.']"
161,162,2623,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2623,2623,Arkeologer och specialister inom humaniora m.m.,"Studerar människors kultur och livsbetingelser med hjälp av fynd och föremål från forntida boplatser, gravar m.m. Leder och organiserar arkeologiska utgrävningar. Studerar och tolkar urkunder, sociala samt rumsliga fenomen. Utvecklar teorier, modeller och metoder, bl.a. för att tolka och beskriva händelser, kulturella och ekonomiska förhållanden. Genomför experiment, analyserar och värderar data. Undersöker sociala strukturer och beteenden hos olika grupper i samhället, föreslår och värderar utfallet av socialpolitiska åtgärder och utvecklar teorier och modeller för politiska system och institutioner.","['Students human culture and life through the use of findings and objects from ancient settlements, excavating leather and organizing archaeological excavations, studying and interpreting social and spatial phenomena, developing theories, models and methods, e.g. to interpret and describe events, cultural and economic conditions, through experiments, analyzing and evaluating data, examining social structures and behaviors of different groups in society, suggesting and evaluating the outcomes of social policy actions, and developing theories and models for political systems and institutions.']"
162,163,2641,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2641,2641,Författare m.fl.,"Planerar, gör research för och skriver exempelvis böcker, manus och pjäser för publicering eller presentation. Korrekturläser och redigerar texter.","['Plans, does research for, and writes, for example, books, manuscripts and plays for publication or for presentation, lectures on proofreading and text editing.']"
163,164,2642,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2642,2642,Journalister m.fl.,"Samlar lokala, nationella och internationella nyheter med hjälp av intervjuer, undersökningar och observationer för tidningar, TV, radio och andra media. Redigerar artiklar och inslag. Granskar och bevakar uppgifter av allmänintresse. Undersöker och rapporterar om utvecklingen inom speciella områden, såsom medicin, vetenskap och teknik. Skriver ledare och kommentarer samt gör inslag om aktuella ämnen och uttrycker en tidnings, radio- eller TV-kanals åsikt.","['Collects local, national and international news through interviews, surveys and observations of newspapers, TV, radio and other media; edits articles and editorials; examines and oversees public interest topics; investigates and reports on developments in specific fields, such as medicine, science and technology; writes editorials and comments; and reports on topical issues, expressing the opinion of a newspaper, a radio or a TV channel.']"
164,165,2643,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2643,2643,"Översättare, tolkar och lingvister m.fl.","Översätter text eller tal från ett språk till ett annat. Språkgranskar texter. Utarbetar lexikon. Utvecklar teorier och modeller om språks uppbyggnad och egenskaper. Undersöker och beskriver ett språks ursprung och utvecklingen av dess ordförråd, grammatik och syntax.","['Translates texts or numbers from one language to another, analyzes texts, compiles dictionaries, develops theories and models of the structure and properties of language, examines and describes the origins of language and the evolution of its vocabulary, grammar and syntax.']"
